Id,Label,Popularity
Pankaj Tripathi,Pankaj Tripathi,14.092
Kimti Anand,Kimti Anand,0.6
Kevin Durand,Kevin Durand,35.598
Ammo 'Too Sweet',Ammo 'Too Sweet',0.5
Shashank Shende,Shashank Shende,2.139
Wally Wingert,Wally Wingert,15.519
Amir Raza Hussain,Amir Raza Hussain,0.5
Yasmin Ponnappa,Yasmin Ponnappa,0.645
Anupama Parameswaran,Anupama Parameswaran,11.207
Shruti Seth,Shruti Seth,4.749
Esha Deol,Esha Deol,22.098
Vishwajeet Pradhan,Vishwajeet Pradhan,7.749
Tovino Thomas,Tovino Thomas,6.608
Rutledge Wood,Rutledge Wood,2.431
Kashmira Irani,Kashmira Irani,1.62
Rakesh Roshan,Rakesh Roshan,6.2
Vrishasen Dabholkar,Vrishasen Dabholkar,0.6
Tim Man,Tim Man,12.824
Sagar Deshmukh,Sagar Deshmukh,1.548
Anusmiritu Sarkar,Anusmiritu Sarkar,0.5
Sandeepa Dhar,Sandeepa Dhar,2.769
Karan Vinayak,Karan Vinayak,0.5
Rohan Joshi,Rohan Joshi,2.372
Anish Kuruvilla,Anish Kuruvilla,8.644
Murali Gopy,Murali Gopy,2.827
Esakki Barath,Esakki Barath,1.048
Amit Deondi,Amit Deondi,0.6
Akanksha Thakur,Akanksha Thakur,1.958
Rishi Kapoor,Rishi Kapoor,10.987
Bajrangbali Singh,Bajrangbali Singh,1.195
Swagata Basu,Swagata Basu,0.6
Ankush Dubey,Ankush Dubey,0.6
Dipti Bhatnagar,Dipti Bhatnagar,8.292
Ekavali Khanna,Ekavali Khanna,3.934
Gulfam Khan,Gulfam Khan,0.84
Aftab Khan,Aftab Khan,0.6
Sulakshana Baruah,Sulakshana Baruah,0.6
Nutan Surya,Nutan Surya,1.38
Ninad Mahajani,Ninad Mahajani,1.068
Sonu Sood,Sonu Sood,9.628
Pooja Bedi,Pooja Bedi,4.287
Meezaan Jaffrey,Meezaan Jaffrey,0.6
Lalu Alex,Lalu Alex,3.103
Prashantt Guptha,Prashantt Guptha,0.6
Deepak Damle,Deepak Damle,1.4
Siddharth Randeria,Siddharth Randeria,2.799
Abhishek H.N.,Abhishek H.N.,0.5
Vega Tamotia,Vega Tamotia,2.92
Aakash Dabhade,Aakash Dabhade,2.397
Jivan Karlakar,Jivan Karlakar,0.5
Natasha Doshi,Natasha Doshi,0.6
Allauddin Khan,Allauddin Khan,1.4
Shantilal Mukherjee,Shantilal Mukherjee,1.788
Bhavkhandan Singh Rakhra,Bhavkhandan Singh Rakhra,2.781
Ved Thappar,Ved Thappar,0.5
Muthukumar,Muthukumar,4.08
Gauri Chakraborty,Gauri Chakraborty,0.6
Bhavika Bhasin,Bhavika Bhasin,0.6
Niels Arestrup,Niels Arestrup,6.827
Vikas Bhalla,Vikas Bhalla,1.4
Bharat Dabholkar,Bharat Dabholkar,3.254
Rupa Ganguly,Rupa Ganguly,3.028
Bashir Lone,Bashir Lone,0.6
Murad Ali,Murad Ali,0.6
Vishal Sharma,Vishal Sharma,0.98
Sampath Raj,Sampath Raj,10.162
Usha Jadhav,Usha Jadhav,3.699
Ajay Nagrath,Ajay Nagrath,1.094
Samuthirakani,Samuthirakani,7.023
Carolyn Bridget Kennedy,Carolyn Bridget Kennedy,0.6
Satyadeep Misra,Satyadeep Misra,5.379
Mittal Chouhan,Mittal Chouhan,0.6
Asha Sarath,Asha Sarath,3.888
Anirban Bhattacharya,Anirban Bhattacharya,3.269
Indraneil Sengupta,Indraneil Sengupta,5.619
Nathalia Kaur,Nathalia Kaur,1.863
Tarana Marwah,Tarana Marwah,0.6
Amey Wagh,Amey Wagh,7.046
Saurav Chakrabarty,Saurav Chakrabarty,0.5
Kamalika Guha Thakurta,Kamalika Guha Thakurta,0.5
Mallika Sarabhai,Mallika Sarabhai,0.6
Gagan Malik,Gagan Malik,0.6
Vishwas Kini,Vishwas Kini,0.716
Ranvir Shorey,Ranvir Shorey,6.47
Farid Azad Khan,Farid Azad Khan,0.5
Yudhveer Bakoliya,Yudhveer Bakoliya,0.5
Randhir Kapoor,Randhir Kapoor,6.003
Amitosh Nagpal,Amitosh Nagpal,1.96
Vijilesh,Vijilesh,0.6
Vicky Kaushal,Vicky Kaushal,10.951
Mary Nonghuloo,Mary Nonghuloo,0.5
Pardeep Sran,Pardeep Sran,0.6
Sanjay Goradia,Sanjay Goradia,0.6
Krishnakant,Krishnakant,0.609
Tej Raj,Tej Raj,0.6
Lata Sabharwal,Lata Sabharwal,0.6
Thammegowda S.,Thammegowda S.,0.5
Aparna Upadhyay,Aparna Upadhyay,0.6
Rufus Jones,Rufus Jones,4.588
Narein,Narein,1.831
Tommy Lee Jones,Tommy Lee Jones,39.043
Suchitra Bandekar,Suchitra Bandekar,1.4
Ankush Chaudhari,Ankush Chaudhari,2.892
Alok Rajwade,Alok Rajwade,1.4
Vikram Inamdar,Vikram Inamdar,0.6
Ankit Gera,Ankit Gera,0.6
Atmaram Bhende,Atmaram Bhende,0.694
Amin Hajee,Amin Hajee,1.708
Suman Talwar,Suman Talwar,11.133
Ananya Bhat,Ananya Bhat,0.6
Ahmed Khan,Ahmed Khan,6.785
Vishal Om Prakash,Vishal Om Prakash,0.694
Suhasini Mulay,Suhasini Mulay,3.974
H.G. Dattatreya,H.G. Dattatreya,2.038
Pratap Pothan,Pratap Pothan,5.33
Chandini Sreedharan,Chandini Sreedharan,7.003
Teja Sajja,Teja Sajja,1.166
Neil Bhoopalam,Neil Bhoopalam,6.621
Parvathy Ratheesh,Parvathy Ratheesh,3.62
Komal Gawade,Komal Gawade,0.5
Vinayakan,Vinayakan,10.898
Atharva Upasni,Atharva Upasni,0.6
Vishesh Tiwari,Vishesh Tiwari,12.643
Violante Placido,Violante Placido,20.264
Nishant Malkani,Nishant Malkani,1.094
Shraddha Kapoor,Shraddha Kapoor,19.1
Tarsem Paul,Tarsem Paul,3.924
Ishika Gurung,Ishika Gurung,0.6
Reshma Rajan,Reshma Rajan,0.6
Zarina Wahab,Zarina Wahab,5.834
Geetika Vidya Ohlyan,Geetika Vidya Ohlyan,1.22
Chhaya Kadam,Chhaya Kadam,4.385
Saurabh Sachdeva,Saurabh Sachdeva,3.08
Simran,Simran,10.778
Vasu Vikram,Vasu Vikram,2.108
Gopal Dutt Tiwari,Gopal Dutt Tiwari,0.5
Bhuvan Arora,Bhuvan Arora,2.158
Vipin Sharma,Vipin Sharma,6.899
Greeva Kansara,Greeva Kansara,0.6
Aamir Bashir,Aamir Bashir,7.884
Auritra Ghosh,Auritra Ghosh,2.059
Bhama,Bhama,4.065
Parminder Ghumman,Parminder Ghumman,0.6
Amrita Chattopadhyay,Amrita Chattopadhyay,1.228
Dineesh P,Dineesh P,0.608
Archan Trivedi,Archan Trivedi,0.6
Suman Banerjee,Suman Banerjee,0.6
Tanveer Ghani,Tanveer Ghani,5.117
Shrikanth Iyyangar,Shrikanth Iyyangar,6.139
Amala,Amala,7.036
Mridul Sharma,Mridul Sharma,0.972
Ammy Virk,Ammy Virk,4.879
Pooja Hegde,Pooja Hegde,27.921
Marco Canadea,Marco Canadea,3.153
Shilpa Mehta,Shilpa Mehta,1.105
Ishtiyak Khan,Ishtiyak Khan,3.842
Sumruddhi Shukla,Sumruddhi Shukla,0.5
Kuljinder Sidhu,Kuljinder Sidhu,2.039
Surabhi Lakshmi,Surabhi Lakshmi,1.582
Shraddha Srinath,Shraddha Srinath,9.223
Richard Dreyfuss,Richard Dreyfuss,19.297
Umesh Mehra,Umesh Mehra,8.172
Kulada Bhattacharjya,Kulada Bhattacharjya,0.5
Nandini Bora,Nandini Bora,0.5
Alex Sharp,Alex Sharp,8.634
Prateik Babbar,Prateik Babbar,7.237
Mala Mukherjee,Mala Mukherjee,0.5
Shivani Joshi,Shivani Joshi,0.608
Gita Siddharth,Gita Siddharth,4.027
Vikramjeet Virk,Vikramjeet Virk,1.652
Kottayam Purushan,Kottayam Purushan,0.6
Ninja,Ninja,3.644
Aarav Khanna,Aarav Khanna,0.6
Shivam Pradhan,Shivam Pradhan,0.6
Mann Patel,Mann Patel,0.6
Chali Pala,Chali Pala,2.744
Archita Sharma,Archita Sharma,0.5
Satya Priya Chakraborty,Satya Priya Chakraborty,0.5
Suresh Oberoi,Suresh Oberoi,5.802
Harshil Koushik,Harshil Koushik,0.6
Pauly Valsan,Pauly Valsan,2.348
Jaffer Idukki,Jaffer Idukki,2.591
Shilpa Shetty,Shilpa Shetty,9.322
Aamir Khan,Aamir Khan,28.272
Mohan Agashe,Mohan Agashe,5.689
Raghuvir Yadav,Raghuvir Yadav,0.6
Kesava Karri,Kesava Karri,1.052
Raayo S. Bakhirta,Raayo S. Bakhirta,0.6
Ayub Khan,Ayub Khan,4.414
Neha Awati,Neha Awati,0.6
Gopal K. Singh,Gopal K. Singh,0.6
Vijay Salve,Vijay Salve,1.4
Swapnil Kumari,Swapnil Kumari,0.5
Kamil Shaikh,Kamil Shaikh,0.98
Patricia Bull,Patricia Bull,1.528
Kimberley Louisa McBeath,Kimberley Louisa McBeath,0.6
Gautam Bhimani,Gautam Bhimani,1.4
Narendra Jha,Narendra Jha,2.265
Julie Tejwani,Julie Tejwani,2.127
Aayam Mehta,Aayam Mehta,4.172
Bir Sakuja,Bir Sakuja,0.608
Kiran Vairale,Kiran Vairale,3.366
Deepal Shaw,Deepal Shaw,1.455
Rajat Barmecha,Rajat Barmecha,1.382
Imtiaz Ali,Imtiaz Ali,8.576
Swarangi Maharte,Swarangi Maharte,0.5
Lolita Chatterjee,Lolita Chatterjee,1.831
Shriya Pilgaonkar,Shriya Pilgaonkar,12.302
Aashish Chaudhary,Aashish Chaudhary,0.661
Krishnan Balakrishnan,Krishnan Balakrishnan,1.502
Aswin Kakamanu,Aswin Kakamanu,0.5
Trimala Adhikari,Trimala Adhikari,1.012
Adam Godley,Adam Godley,13.028
Sara Gesawat,Sara Gesawat,1.737
Patrick Kennedy,Patrick Kennedy,8.067
K Prasanna,K Prasanna,0.6
Ajay Devgn,Ajay Devgn,22.616
Amrita Prakash,Amrita Prakash,0.6
Pratik Dixit,Pratik Dixit,0.694
Shaurya Bhardawaj,Shaurya Bhardawaj,0.5
Jagdeep,Jagdeep,4.631
Showkar Janaki,Showkar Janaki,2.165
Manju Maini,Manju Maini,0.6
Jayaprakash,Jayaprakash,5.588
Prateik,Prateik,7.237
Ritwika Pal,Ritwika Pal,4.757
Aashay Kulkarni,Aashay Kulkarni,0.6
Chandana Koppisetti,Chandana Koppisetti,0.5
Raj Virk,Raj Virk,0.5
Nora Fatehi,Nora Fatehi,11.992
I.M. Vijayan,I.M. Vijayan,1.183
Bharat Chawda,Bharat Chawda,0.84
Jayant Kripalani,Jayant Kripalani,3.753
Bipasha Basu,Bipasha Basu,10.482
Aishwarya,Aishwarya,0.98
Charudatta Bhagwat,Charudatta Bhagwat,0.6
Karanvir Malhotra,Karanvir Malhotra,0.617
Mukesh Chhabra,Mukesh Chhabra,11.229
Vijay Sethupathi,Vijay Sethupathi,16.001
Aniket Vishwasrao,Aniket Vishwasrao,0.747
Roshan Mathew,Roshan Mathew,1.704
Orla Brady,Orla Brady,16.671
Avika Gor,Avika Gor,9.228
Vidhur Rajarajan,Vidhur Rajarajan,0.6
Vincy Aloshious,Vincy Aloshious,2.314
Vatsal Seth,Vatsal Seth,4.319
Bhaskar Jha,Bhaskar Jha,0.6
Vikram Chatwal,Vikram Chatwal,0.622
Sagarika Ghatge,Sagarika Ghatge,6.156
Sushant Singh,Sushant Singh,2.918
Shitanshu Kumar Sharad,Shitanshu Kumar Sharad,0.5
Madhavi Juvekar,Madhavi Juvekar,1.528
Vikrant Massey,Vikrant Massey,16.378
Khalid Siddiqui,Khalid Siddiqui,3.471
Sanga Jagir,Sanga Jagir,0.5
Charlie Murphy,Charlie Murphy,25.003
Asha Parekh,Asha Parekh,4.047
Sushant Singh Rajput,Sushant Singh Rajput,13.973
Radhika Apte,Radhika Apte,12.846
P.K. Nair,P.K. Nair,0.618
David Abraham,David Abraham,0.6
Isha Rikhi,Isha Rikhi,3.661
Riteish Deshmukh,Riteish Deshmukh,13.473
Sunny Pawar,Sunny Pawar,4.392
Laara Sadiq,Laara Sadiq,7.162
Suchitra Pillai,Suchitra Pillai,4.12
Poulomi Das,Poulomi Das,1.546
Barbora Mudrochova,Barbora Mudrochova,0.5
Sabeeka Imam,Sabeeka Imam,0.652
Aadarsh Balakrishna,Aadarsh Balakrishna,1.772
Gerson Da Cunha,Gerson Da Cunha,0.644
Nithyasri Goru,Nithyasri Goru,0.5
Ahan Nirban,Ahan Nirban,0.6
Banita Lagun,Banita Lagun,0.5
G.V. Prakash Kumar,G.V. Prakash Kumar,6.36
Yami Gautam,Yami Gautam,20.066
Mihir Ahuja,Mihir Ahuja,5.783
Ritwick Chakraborty,Ritwick Chakraborty,3.001
Edilsy Vargas,Edilsy Vargas,3.325
Sruthi Hariharan,Sruthi Hariharan,2.823
Madhumalti Kapoor,Madhumalti Kapoor,2.694
Harbhajan Mann,Harbhajan Mann,2.952
Parikshat Sahni,Parikshat Sahni,6.643
T.P. Gajendran,T.P. Gajendran,0.5
Sumanta Mukherjee,Sumanta Mukherjee,2.26
Gilbert Montoya,Gilbert Montoya,4.033
Bharti Singh,Bharti Singh,2.823
Govind Namdeo,Govind Namdeo,0.5
Shirin Sewani,Shirin Sewani,0.6
Smita Patil,Smita Patil,5.781
Puru Rajkumar,Puru Rajkumar,4.896
Mac Mohan,Mac Mohan,0.84
Shailesh Dattar,Shailesh Dattar,0.6
Rajendra Kumar,Rajendra Kumar,6.14
Disha Thakur,Disha Thakur,0.6
Kristina Akheeva,Kristina Akheeva,1.62
Vyjayanthimala,Vyjayanthimala,5.827
Pradeep Velankar,Pradeep Velankar,0.84
Sobhita Dhulipala,Sobhita Dhulipala,9.191
Sujith Sankar,Sujith Sankar,1.134
Richa Chadha,Richa Chadha,8.472
Neil Nitin Mukesh,Neil Nitin Mukesh,6.985
Bhavani Prakash,Bhavani Prakash,0.6
Rahul Patel,Rahul Patel,0.84
Amritha Aiyer,Amritha Aiyer,4.447
Vetri,Vetri,1.782
Bidita Bag,Bidita Bag,3.988
Nagraj Manjule,Nagraj Manjule,7.566
Apoorva Arora,Apoorva Arora,2.241
Zarine Khan,Zarine Khan,14.49
Princey Shukla,Princey Shukla,0.5
Vrijesh Hirjee,Vrijesh Hirjee,0.5
Vidyullekha Raman,Vidyullekha Raman,4.589
Tania,Tania,0.793
Channegowda,Channegowda,0.5
Pushkar Shrotri,Pushkar Shrotri,0.766
Masoom Shankar,Masoom Shankar,4.044
Bhushan Vikas,Bhushan Vikas,0.6
Suresh,Suresh,2.73
Jitendra Kumar,Jitendra Kumar,6.747
Diana Raval,Diana Raval,0.5
Rajkumar Pitchumani,Rajkumar Pitchumani,0.6
Palomi Ghosh,Palomi Ghosh,5.297
Sudha Chandran,Sudha Chandran,3.334
Harsharan Singh,Harsharan Singh,0.766
Utpal Sawant,Utpal Sawant,0.6
Emma Tate,Emma Tate,6.673
Lorena Franco,Lorena Franco,0.6
Sana Shaikh,Sana Shaikh,5.391
Vitthal Patil,Vitthal Patil,0.5
Tirth Sharma,Tirth Sharma,0.6
Anagha LK,Anagha LK,2.301
Daisy Irani,Daisy Irani,2.267
Gaurika Bhatt,Gaurika Bhatt,0.6
Vidyut Jamwal,Vidyut Jamwal,0.5
Bijou Thaangjam,Bijou Thaangjam,1.4
Gunjan Bakshi,Gunjan Bakshi,0.6
Bobby Deol,Bobby Deol,18.748
Brij Gopal,Brij Gopal,0.754
Srilekha Rajendran,Srilekha Rajendran,1.62
Anant Nag,Anant Nag,3.736
Vishnu Agasthya,Vishnu Agasthya,0.6
Damian Alexander D'Souza,Damian Alexander D'Souza,0.5
Singam Puli,Singam Puli,5.507
Aarubala,Aarubala,4.13
Jiya Anil Manne,Jiya Anil Manne,0.6
Nishat Mallick,Nishat Mallick,0.6
Samantha Ruth Prabhu,Samantha Ruth Prabhu,12.274
Nagarjuna Akkineni,Nagarjuna Akkineni,6.707
Karl Yune,Karl Yune,11.707
Sasi Kalinga,Sasi Kalinga,2.719
Bill Lader,Bill Lader,1.615
Vivek Shaq,Vivek Shaq,5.897
Nayanthara,Nayanthara,33.269
Deepjyoti Kalita,Deepjyoti Kalita,0.5
Gaurav Kothari,Gaurav Kothari,0.5
Anandhi,Anandhi,3.768
Aradhana,Aradhana,1.842
Nazriya Fahad,Nazriya Fahad,6.065
Anuradha Patel,Anuradha Patel,7.609
Sanjay Narvekar,Sanjay Narvekar,4.101
Benedict Cumberbatch,Benedict Cumberbatch,66.682
Minto,Minto,0.6
Vasundhara Rajput,Vasundhara Rajput,0.5
Sharad Ponkshe,Sharad Ponkshe,0.6
Anisa Butt,Anisa Butt,4.291
Sunil Tawde,Sunil Tawde,1.788
Neshma Chemburkar,Neshma Chemburkar,0.6
Nishant Bhavsar,Nishant Bhavsar,0.6
Aaryansh Malviya,Aaryansh Malviya,1.38
Amit Sial,Amit Sial,7.249
Anita Date,Anita Date,1.312
Neena Cheema,Neena Cheema,0.732
Pooja Chopra,Pooja Chopra,4.413
Philip Granger,Philip Granger,18.12
Urvi Singh,Urvi Singh,3.37
Sakshi Bhat,Sakshi Bhat,0.6
Tarun Bajaj,Tarun Bajaj,0.6
Siddhu Jonnalagadda,Siddhu Jonnalagadda,1.177
Arun Dravid,Arun Dravid,0.6
Soumitra Chatterjee,Soumitra Chatterjee,3.668
Nishikant Kamat,Nishikant Kamat,4.745
Ketan Kava,Ketan Kava,0.5
Sandeep Kaur Sandy,Sandeep Kaur Sandy,0.5
Shubha Khote,Shubha Khote,5.275
S.M. Zaheer,S.M. Zaheer,0.6
Karan Kundra,Karan Kundra,6.853
Navin Nischol,Navin Nischol,2.099
Pooja Ramachandran,Pooja Ramachandran,2.759
Vijay Bhatia,Vijay Bhatia,1.22
Dinesh Anand,Dinesh Anand,0.6
Richard Kharpuri,Richard Kharpuri,0.6
Nimisha Sajayan,Nimisha Sajayan,7.737
Teeshay,Teeshay,1.38
Bob Christo,Bob Christo,3.29
Vaibhav Raj Gupta,Vaibhav Raj Gupta,2.58
Musskan Sethi,Musskan Sethi,0.648
Nissar Khan,Nissar Khan,0.5
Janani Iyer,Janani Iyer,6.846
Genelia D'Souza,Genelia D'Souza,11.113
Kapil Sharma,Kapil Sharma,7.44
Nargis Fakhri,Nargis Fakhri,12.219
Shankar Thas,Shankar Thas,0.5
Eijaz Khan,Eijaz Khan,1.96
Julian Sands,Julian Sands,18.15
Premgi Amaren,Premgi Amaren,6.79
Sonia Sahni,Sonia Sahni,2.843
Nitu Pandher,Nitu Pandher,0.793
Ritika Singh,Ritika Singh,3.505
Kamlesh Sawant,Kamlesh Sawant,2.75
Sharada,Sharada,2.573
Saagar Kale,Saagar Kale,0.6
Suruchi Aulakh,Suruchi Aulakh,0.5
Mia Evonne Uyeda,Mia Evonne Uyeda,0.5
Heena Parmar,Heena Parmar,0.6
Sayed Gul,Sayed Gul,0.6
Deepika Padukone,Deepika Padukone,32.118
Madhavan,Madhavan,1.4
Rajiv Pathak,Rajiv Pathak,0.5
Pooja Nayak,Pooja Nayak,0.6
Vasanth Ravi,Vasanth Ravi,4.871
TVV Ramanujam,TVV Ramanujam,0.6
Dheirya Sonecha,Dheirya Sonecha,0.6
Jiiva,Jiiva,12.254
Poonam Sinha,Poonam Sinha,1.932
SR Leela,SR Leela,0.6
Vivek Yadav,Vivek Yadav,0.6
Seema G. Nair,Seema G. Nair,1.285
Pihu Myra Vishwakarma,Pihu Myra Vishwakarma,1.682
Anita Lukmance,Anita Lukmance,0.728
Gautami,Gautami,0.6
Murad,Murad,1.626
Aditya Jain,Aditya Jain,0.6
Razia Sukhvir,Razia Sukhvir,0.5
Kamal Tiwari,Kamal Tiwari,0.656
Gurveer Singh,Gurveer Singh,0.6
Sitaram Panchal,Sitaram Panchal,2.823
Uday Tikekar,Uday Tikekar,0.84
Sukhwinder Chahal,Sukhwinder Chahal,0.762
Danish Hussain,Danish Hussain,0.6
Jashanjeet Gosha,Jashanjeet Gosha,0.694
Rajiv Verma,Rajiv Verma,0.6
Malvika Sharma,Malvika Sharma,0.618
Rahman,Rahman,3.042
Manya Gupta,Manya Gupta,0.98
Lokesh Gupte,Lokesh Gupte,0.6
Vaibhav Tatwawaadi,Vaibhav Tatwawaadi,3.703
Chandan Anand,Chandan Anand,1.261
Shammi,Shammi,1.4
Vishesh Bansal,Vishesh Bansal,1.356
Biju Sopanam,Biju Sopanam,1.429
Shweta Prasad,Shweta Prasad,4.885
Amrita Rao,Amrita Rao,7.555
Swati Rajput,Swati Rajput,1.062
Manish Chauhan,Manish Chauhan,0.848
Martavious Gayles,Martavious Gayles,1.22
Anita Kanwal,Anita Kanwal,0.6
Nirmal Rishi,Nirmal Rishi,4.981
Esha Amlani,Esha Amlani,0.6
Sarika Singh,Sarika Singh,4.334
Kochu Preman,Kochu Preman,1.777
Kimi Verma,Kimi Verma,2.143
Cheran,Cheran,4.841
Penelope Wilton,Penelope Wilton,8.397
Tamannaah Bhatia,Tamannaah Bhatia,16.62
Harjap Singh Bhangal,Harjap Singh Bhangal,0.6
Kitu Gidwani,Kitu Gidwani,2.593
Krish Moitra,Krish Moitra,0.5
Sharad Kapoor,Sharad Kapoor,0.802
Sushil Pandey,Sushil Pandey,0.6
Diya Mirza,Diya Mirza,8.7
Jui Kahate,Jui Kahate,0.5
Nupur Alankar,Nupur Alankar,0.5
Saloni Batra,Saloni Batra,2.102
Ma Anand Sheela,Ma Anand Sheela,1.55
Suresh Gopi,Suresh Gopi,3.941
Girja Shankar,Girja Shankar,1.943
Vidya Malvade,Vidya Malvade,4.524
Shelley Longworth,Shelley Longworth,2.808
Faryal,Faryal,0.98
Suraj Sharma,Suraj Sharma,17.695
Stuti Dwivedi,Stuti Dwivedi,0.98
Pran,Pran,2.368
Manpreet Singh,Manpreet Singh,0.6
Vijay Raaz,Vijay Raaz,3.908
Abhishek D Shah,Abhishek D Shah,0.6
Sooraj Balaji,Sooraj Balaji,1.788
Diljit Dosanjh,Diljit Dosanjh,13.294
Joey Camen,Joey Camen,9.108
Poorna,Poorna,6.703
Eric Santos,Eric Santos,0.6
Jeetendra,Jeetendra,11.476
Kartikeya Gummakonda,Kartikeya Gummakonda,2.783
Jayaprakash Radhakrishnan,Jayaprakash Radhakrishnan,0.6
Bruna Abdullah,Bruna Abdullah,2.772
Sophie Stevens,Sophie Stevens,0.606
Ashutosh Kaushik,Ashutosh Kaushik,1.24
Tanvi Vyas,Tanvi Vyas,2.174
Fatima Sana Shaikh,Fatima Sana Shaikh,5.391
Jay Sean,Jay Sean,5.379
Saiyami Kher,Saiyami Kher,3.605
Spruha Joshi,Spruha Joshi,3.426
Javed Khan,Javed Khan,6.444
Niteesh Wadhwa,Niteesh Wadhwa,0.6
Gaurav Pandey,Gaurav Pandey,3.09
Komal Singh,Komal Singh,0.5
Goutham Shashidhar,Goutham Shashidhar,0.6
Jaspal Bhatti,Jaspal Bhatti,2.585
Suhel Seth,Suhel Seth,0.664
Suma Bhattacharya,Suma Bhattacharya,0.6
Naina Apte,Naina Apte,0.6
Harleen Kaur,Harleen Kaur,0.5
Pooja,Pooja,0.6
Lalit Mohan Tiwari,Lalit Mohan Tiwari,1.151
Gauri Karnik,Gauri Karnik,0.6
Kunal Kapoor,Kunal Kapoor,4.702
Maya Tideman,Maya Tideman,0.6
Mudessir Ahmed Khan,Mudessir Ahmed Khan,0.5
Binnu Dhillon,Binnu Dhillon,2.001
Sinoj Varghese,Sinoj Varghese,3.323
Priyanka Verma,Priyanka Verma,0.6
Sukhbir Singh,Sukhbir Singh,1.4
Madhusudhanan,Madhusudhanan,0.6
Anand Ingale,Anand Ingale,0.6
Mohan Joshi,Mohan Joshi,3.46
Mumtaz Sorcar,Mumtaz Sorcar,2.278
Padmavati Rao,Padmavati Rao,1.983
Satish Shah,Satish Shah,9.302
Sasho,Sasho,0.98
Sanya Arora,Sanya Arora,0.5
Seerat Kapoor,Seerat Kapoor,3.091
Jeyan Cherthala,Jeyan Cherthala,0.5
Sijoy Varghese,Sijoy Varghese,1.96
Ranjit Singh Shubh,Ranjit Singh Shubh,0.6
Aftab Shivdasani,Aftab Shivdasani,8.27
Debi Derryberry,Debi Derryberry,13.297
Aman Dhaliwal,Aman Dhaliwal,0.619
Neelima Azim,Neelima Azim,2.083
Shafi Inamdar,Shafi Inamdar,3.983
Leela Chitnis,Leela Chitnis,1.478
Adesh Bhardwaj,Adesh Bhardwaj,0.5
Vijay Varma,Vijay Varma,14.171
Lalita Pawar,Lalita Pawar,2.067
Maleeka Ghai,Maleeka Ghai,0.6
Karthik A,Karthik A,1.164
Saadhika Randhawa,Saadhika Randhawa,2.157
John Abraham,John Abraham,15.779
Anand,Anand,3.058
Aditya Lakhia,Aditya Lakhia,0.6
Shweta Mehendale,Shweta Mehendale,1.4
Shriram Ranade,Shriram Ranade,0.6
Sudhir Nema,Sudhir Nema,0.5
Neha Bhasin,Neha Bhasin,2.213
Chinmay Patwardhan,Chinmay Patwardhan,0.6
Asin,Asin,22.211
Dheeraj Kumar,Dheeraj Kumar,1.282
David Strathairn,David Strathairn,19.939
Rahul Khanna,Rahul Khanna,7.414
Kunwar Aziz,Kunwar Aziz,0.6
Jason Tham,Jason Tham,2.086
David Pearse,David Pearse,9.632
Garry Sandhu,Garry Sandhu,0.608
Nawazuddin Siddiqui,Nawazuddin Siddiqui,11.15
Surekha Sikri,Surekha Sikri,2.947
Jaspinder Cheema,Jaspinder Cheema,0.6
Navdeep,Navdeep,4.457
Viraf Patel,Viraf Patel,2.18
Kevin Jose,Kevin Jose,1.128
Divya Dutta,Divya Dutta,9.301
Amit Tandon,Amit Tandon,2.078
Armaan Ralhan,Armaan Ralhan,0.6
Jared Harris,Jared Harris,15.062
Suvinder Vikky,Suvinder Vikky,0.5
Usha Bhandary,Usha Bhandary,0.6
Sudhir Mishra,Sudhir Mishra,6.497
Muskaan,Muskaan,1.684
Shriya Saran,Shriya Saran,28.166
Benu Kalsi,Benu Kalsi,0.5
RJ Balaji,RJ Balaji,1.598
Harssh Singh,Harssh Singh,0.98
Inigo Prabhakaran,Inigo Prabhakaran,2.226
Silk Smitha,Silk Smitha,4.483
Vaibhav Thakkar,Vaibhav Thakkar,0.6
Rahul Mittra,Rahul Mittra,0.6
Nirmiti Sawant,Nirmiti Sawant,2.051
Kottayam Pradeep,Kottayam Pradeep,2.39
Diljott,Diljott,0.847
Mallika Sherawat,Mallika Sherawat,11.602
Shabana Azmi,Shabana Azmi,29.705
Neeraj Kabi,Neeraj Kabi,2.498
Sudhir,Sudhir,0.6
Kunal Kohli,Kunal Kohli,1.988
Mohinder Gujral,Mohinder Gujral,0.6
Sanya Malhotra,Sanya Malhotra,14.019
Savita Bajaj,Savita Bajaj,1.38
Dheeresh Joshi,Dheeresh Joshi,0.5
Ziyah Vastani,Ziyah Vastani,0.6
Sanjay Chaudhri,Sanjay Chaudhri,0.5
Kumaravel,Kumaravel,5.234
Manohar Pandey,Manohar Pandey,0.6
Dushyant Wagh,Dushyant Wagh,1.62
Anjori Alagh,Anjori Alagh,0.6
Aidan Cook,Aidan Cook,2.028
Amruta Patki,Amruta Patki,0.6
Arvind Swamy,Arvind Swamy,5.993
Anjali,Anjali,4.53
Prem Nath,Prem Nath,10.443
Rayes Mohiuddin,Rayes Mohiuddin,0.5
Seethabaala,Seethabaala,0.5
Subodh Bhave,Subodh Bhave,2.656
Kenny Sebastian,Kenny Sebastian,1.646
Ram Manjjonaath,Ram Manjjonaath,0.6
Ashwin Chitale,Ashwin Chitale,1.22
Aadil Khan,Aadil Khan,0.6
Jinu Joseph,Jinu Joseph,5.897
Asha Bhende,Asha Bhende,0.5
